# t theta_S theta_L C
1990 3.14365242 0.94442571 -0.58787574
1991 3.14073160 0.95042571 -0.58063593
1992 3.14741521 0.95642571 -0.58119237
1993 3.15600093 0.96242571 -0.58329459
1994 3.17122310 0.96842571 -0.59076049
1995 3.17863461 0.97442571 -0.59189877
1996 3.16481252 0.98042571 -0.57580669
1997 3.14211600 0.98642571 -0.55211098
1998 3.16136288 0.99242571 -0.56310707
1999 3.16610420 0.99842571 -0.56206647
2000 3.15942497 1.00442571 -0.55153468
2001 3.17301562 1.01042571 -0.55785049
2002 3.16340354 1.01642571 -0.54482592
2003 3.14117256 1.02242571 -0.52093890
2004 3.13719597 1.02842571 -0.51239716
2005 3.13803532 1.03442571 -0.50795866
2006 3.15042363 1.04042571 -0.51345102
2007 3.15117733 1.04642571 -0.50894203
2008 3.14069399 1.05242571 -0.49468466
2009 3.12173363 1.05842571 -0.47284046
2010 3.13135365 1.06442571 -0.47602713
2011 3.11810959 1.07042571 -0.45901622
2012 3.11510885 1.07642571 -0.45100122
2013 3.12649687 1.08242571 -0.45580358
2014 3.14784316 1.08842571 -0.46940881
2015 3.13490211 1.09442571 -0.45260102
2016 3.14199358 1.10042571 -0.45357403
2017 3.15754098 1.10642571 -0.46206205
2018 3.15864875 1.11242571 -0.45771787
2019 3.14306598 1.11842571 -0.43842358
2020 3.16493552 1.12442571 -0.45263081
2021 3.16490858 1.13042571 -0.44724841
2022 3.16842089 1.13642571 -0.44502202
2023 3.16852956 1.14242571 -0.43973853
2024 3.17308139 1.14842571 -0.43843742
2025 3.18945335 1.15442571 -0.44773560
2026 3.19621375 1.16042571 -0.44841539
2027 3.20887203 1.16642571 -0.45435675
2028 3.21305572 1.17242571 -0.45273800
2029 3.20195285 1.17842571 -0.43742286
2030 3.21635393 1.18442571 -0.44496205
2031 3.20163277 1.19042571 -0.42631104
2032 3.19587498 1.19642571 -0.41564599
2033 3.19976341 1.20242571 -0.41372454
2034 3.19228780 1.20842571 -0.40141912
2035 3.18347582 1.21442571 -0.38780938
2036 3.18039738 1.22042571 -0.37942555
2037 3.17469972 1.22642571 -0.36857690
2038 3.17544994 1.23242571 -0.36369167
2039 3.17030931 1.23842571 -0.35329160
2040 3.16397416 1.24442571 -0.34172532
2041 3.15117004 1.25042571 -0.32399383
2042 3.17135574 1.25642571 -0.33738130
2043 3.16238887 1.26242571 -0.32325470
2044 3.15165825 1.26842571 -0.30737781
2045 3.16961114 1.27442571 -0.31872980
2046 3.15787683 1.28042571 -0.30187118
2047 3.17684296 1.28642571 -0.31420670
2048 3.21851484 1.29242571 -0.34786490
2049 3.22957155 1.29842571 -0.35260132
2050 3.23074138 1.30442571 -0.34807728
2051 3.22489742 1.31042571 -0.33694982
2052 3.21423430 1.31642571 -0.32121506
2053 3.24317763 1.32242571 -0.34285609
2054 3.25851246 1.32842571 -0.35161005
2055 3.25886162 1.33442571 -0.34631445
2056 3.25450118 1.34042571 -0.33657672
2057 3.26217563 1.34642571 -0.33815300
2058 3.26977610 1.35242571 -0.33965875
2059 3.26443794 1.35842571 -0.32897306
2060 3.25720211 1.36442571 -0.31644550
2061 3.24168696 1.37042571 -0.29596433
2062 3.25786855 1.37642571 -0.30567427
2063 3.23546274 1.38242571 -0.27850839
2064 3.21269618 1.38842571 -0.25076859
2065 3.20110734 1.39442571 -0.23370386
2066 3.19609749 1.40042571 -0.22298495
2067 3.16450334 1.40642571 -0.18618842
2068 3.15364160 1.41242571 -0.16959584
2069 3.14522954 1.41842571 -0.15537544
2070 3.11775496 1.42442571 -0.12222652
2071 3.11923565 1.43042571 -0.11773986
2072 3.11790385 1.43642571 -0.11045597
2073 3.10925793 1.44242571 -0.09588834
2074 3.13239089 1.44842571 -0.11292744
2075 3.13699431 1.45442571 -0.11153969
2076 3.14817372 1.46042571 -0.11668526
2077 3.15827907 1.46642571 -0.12076157
2078 3.15109201 1.47242571 -0.10766090
2079 3.17714192 1.47842571 -0.12757130
2080 3.16224378 1.48442571 -0.10681756
2081 3.16766371 1.49042571 -0.10624079
2082 3.15765563 1.49642571 -0.09031038
2083 3.18012968 1.50242571 -0.10670411
2084 3.18477502 1.50842571 -0.10535709
2085 3.18105610 1.51442571 -0.09568744
2086 3.19761549 1.52042571 -0.10619284
2087 3.23368519 1.52642571 -0.13604001
2088 3.24117058 1.53242571 -0.13751143
2089 3.23676088 1.53842571 -0.12719336
2090 3.24233819 1.54442571 -0.12677409
2091 3.24729945 1.55042571 -0.12574366
2092 3.23777509 1.55642571 -0.11032799
2093 3.23223822 1.56242571 -0.09885446
2094 3.24854293 1.56842571 -0.10910328
2095 3.24235862 1.57442571 -0.09698390
2096 3.21722351 1.58042571 -0.06595356
